
46,199999999999996	15,6	5	9


44,97	5,5	4	7


36,08	16,5	5	9


31,74	12,3	5	9


58,940000000000005	17,3	5	9


51,63	17,4	5	9


49,45	12,399999999999999	5	8


30,58	16,0	5	8


53,57	11,700000000000001	5	10


58,46	6,8999999999999995	5	9


63,43	8,1	5	9


33,07	15,799999999999999	5	9


76,42999999999999	8,4	5	9


46,75	12,1	4	8


45,849999999999994	12,4	5	7


56,28000000000001	15,799999999999997	5	8


39,95	11,3	4	8


42,23	12,399999999999999	5	10


65,46000000000001	12,7	5	10


35,24	4,6	3	8


64,96000000000001	8,700000000000001	5	9


41,09	9,7	5	9


61,92	8,2	5	8


47,519999999999996	10,8	5	8


50,959999999999994	12,799999999999999	5	10


53,64	8,4	5	8


33,4	12,299999999999999	5	9


49,510000000000005	12,1	5	9


58,17	10,7	5	9


60,010000000000005	11,100000000000001	5	8


81,62	7,7	5	8


38,13	11,899999999999999	4	8


48,24	17,0	5	10


50,03	11,1	5	9


29,01	9,5	4	7


73,97999999999999	11,8	5	8


54,919999999999995	13,600000000000001	5	9


68,99	5,5	5	10


40,34	19,2	5	9


51,47	7,6	5	8


57,37	10,899999999999999	5	9


45,86	8,399999999999999	5	9


61,37	10,2	5	9


43,9	7,300000000000001	5	9


45,53	14,1	5	8


55,699999999999996	16,8	5	8


51,58	10,8	5	8


59,25	11,2	5	11


35,25	11,399999999999999	5	7


54,6	11,4	5	12

